,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
644,2018-01-28,1.43,7669.31,564.77,1557.33,0.0,5547.21,4090.06,1457.15,0.0,organic,2018,Columbus
645,2018-01-21,1.5,8977.97,613.65,1852.11,0.0,6512.21,4083.63,2428.58,0.0,organic,2018,Columbus
646,2018-01-14,1.3,10424.33,977.0,1620.14,0.0,7827.19,7350.79,476.4,0.0,organic,2018,Columbus
647,2018-01-07,1.15,12589.45,1639.81,1133.28,0.0,9816.36,9106.36,710.0,0.0,organic,2018,Columbus
648,2018-03-25,1.46,31489.27,5372.35,1047.92,0.0,25069.0,23054.17,2014.83,0.0,organic,2018,DallasFtWorth
649,2018-03-18,1.32,31122.09,5570.59,1317.02,0.0,24234.48,22630.41,1604.07,0.0,organic,2018,DallasFtWorth
650,2018-03-11,1.3,34357.21,6067.15,810.89,0.0,27479.17,25669.77,1809.4,0.0,organic,2018,DallasFtWorth
651,2018-03-04,1.38,,5610.19,618.5,0.0,22178.07,20545.89,1632.18,0.0,organic,2018,DallasFtWorth
652,2018-02-25,1.34,23520.36,3998.07,635.53,0.0,18886.76,17839.97,1046.79,0.0,organic,2018,DallasFtWorth
653,2018-02-18,1.36,25380.68,4546.52,787.2,0.0,20046.96,19653.07,393.89,0.0,organic,2018,DallasFtWorth
654,2018-02-11,1.34,28078.4,4681.33,437.65,0.0,22959.42,22690.02,269.4,0.0,organic,2018,DallasFtWorth
655,2018-02-04,1.37,28070.22,4977.37,561.14,0.0,22531.71,22281.2,250.51,0.0,organic,2018,DallasFtWorth
656,2018-01-28,1.45,26069.14,4936.84,476.06,0.0,20656.24,19613.2,1043.04,0.0,organic,2018,DallasFtWorth
657,2018-01-21,,24032.87,4244.71,360.17,0.0,19427.99,17607.8,1820.19,0.0,organic,2018,DallasFtWorth
658,2018-01-14,1.54,25628.61,5179.65,577.3,0.0,19871.66,16878.39,2993.27,0.0,organic,2018,DallasFtWorth
659,2018-01-07,1.45,21286.58,4020.53,454.86,0.0,16811.19,14157.14,2654.05,0.0,organic,2018,DallasFtWorth
660,2018-03-25,1.6,24825.5,6516.4,685.92,44.09,17579.09,16514.58,1064.51,0.0,organic,2018,Denver
661,2018-03-18,1.67,21352.34,10539.17,797.06,33.21,9982.9,9087.45,895.45,0.0,organic,2018,Denver
662,2018-03-11,1.59,31590.9,7032.9,640.35,52.08,23865.57,23032.03,833.54,0.0,organic,2018,Denver
663,2018-03-04,1.55,24300.28,5776.81,588.5,10.66,17924.31,17177.3,747.01,0.0,organic,2018,Denver
664,2018-02-25,1.39,36823.42,8387.3,751.32,24.81,27659.99,26783.45,876.54,0.0,organic,2018,Denver
665,2018-02-18,1.35,36683.22,8065.46,597.63,49.7,27970.43,27804.78,165.65,0.0,organic,2018,Denver
666,2018-02-11,1.55,22388.13,5261.02,639.37,35.39,16452.35,16367.04,85.31,0.0,organic,2018,Denver
667,2018-02-04,1.51,16458.72,3746.88,496.84,23.49,12191.51,12101.76,89.75,0.0,organic,2018,Denver
668,2018-01-28,1.51,27513.73,6132.33,550.8,36.18,20794.42,20366.98,427.44,0.0,organic,2018,Denver
669,2018-01-21,1.55,30143.3,7841.79,687.2,32.61,21581.7,20613.26,968.44,0.0,organic,2018,Denver
670,2018-01-14,1.53,36501.82,8395.91,839.11,53.61,27213.19,25789.59,1423.6,0.0,organic,2018,Denver
671,2018-01-07,1.38,39706.28,8896.86,939.38,22.09,29847.95,28597.18,1250.77,0.0,organic,2018,Denver
672,2018-03-25,1.43,20507.49,687.46,2729.79,0.0,16887.0,13920.18,2966.82,0.0,organic,2018,Detroit
673,2018-03-18,1.2,63356.5,1452.72,18641.57,0.0,43210.85,22871.48,20339.37,0.0,organic,2018,Detroit
674,2018-03-11,1.23,52514.65,1549.8,20242.92,0.0,30687.37,27074.68,3612.69,0.0,organic,2018,Detroit
675,2018-03-04,1.16,24533.53,676.16,2624.4,0.0,21232.97,20853.85,379.12,0.0,organic,2018,Detroit
676,2018-02-25,1.45,15973.44,601.22,2864.17,0.0,12410.38,10325.46,2084.92,0.0,organic,2018,Detroit
677,2018-02-18,1.34,14647.97,577.71,2469.69,1.41,11579.79,11571.98,7.81,0.0,organic,2018,Detroit
678,2018-02-11,1.36,16655.03,606.28,2464.24,0.0,13547.38,12740.25,807.13,0.0,organic,2018,Detroit
679,2018-02-04,1.32,17541.66,580.19,2434.85,0.0,14480.83,13820.72,660.11,0.0,organic,2018,Detroit
680,2018-01-28,1.29,20073.36,738.01,3026.96,0.0,16298.93,12972.63,3326.3,0.0,organic,2018,Detroit
681,2018-01-21,1.41,22121.43,826.25,3379.62,0.0,17890.6,11215.49,6675.11,0.0,organic,2018,Detroit
682,2018-01-14,1.32,20636.96,750.22,3266.56,0.0,16598.98,15422.79,1176.19,0.0,organic,2018,Detroit
683,2018-01-07,1.22,23120.43,1649.74,3006.89,0.0,18452.29,16829.87,1622.42,0.0,organic,2018,Detroit
684,2018-03-25,1.34,8539.23,73.78,1301.09,0.0,7164.36,7162.69,1.67,0.0,organic,2018,GrandRapids
685,2018-03-18,1.33,9211.25,4.48,1362.75,0.0,7844.02,7815.81,28.21,0.0,organic,2018,GrandRapids
686,2018-03-11,1.32,8381.09,35.72,1201.8,0.0,7143.57,7143.57,0.0,0.0,organic,2018,GrandRapids
687,2018-03-04,1.01,17987.77,78.5,7765.2,0.0,10144.07,10144.07,0.0,0.0,organic,2018,GrandRapids
688,2018-02-25,1.34,7115.37,10.15,1084.45,0.0,6020.77,6007.44,13.33,0.0,organic,2018,GrandRapids
689,2018-02-18,1.29,7658.93,5.81,858.31,0.0,6794.81,6794.81,0.0,0.0,organic,2018,GrandRapids
690,2018-02-11,1.25,8859.53,11.55,2034.77,0.0,6813.21,6813.21,0.0,0.0,organic,2018,GrandRapids
691,2018-02-04,1.21,8320.22,15.77,626.63,0.0,7677.82,7677.82,0.0,0.0,organic,2018,GrandRapids
692,2018-01-28,1.26,8251.66,45.63,737.22,0.0,7468.81,7468.81,0.0,0.0,organic,2018,GrandRapids
693,2018-01-21,1.31,8566.64,4.26,1118.8,0.0,7443.58,7418.31,25.27,0.0,organic,2018,GrandRapids
694,2018-01-14,1.32,10308.41,14.16,1519.63,0.0,8774.62,8744.72,29.9,0.0,organic,2018,GrandRapids
695,2018-01-07,1.25,11449.3,12.71,3013.06,0.0,8423.53,8423.53,0.0,0.0,organic,2018,GrandRapids
696,2018-03-25,1.36,23169.17,371.93,239.04,9.87,22548.33,22545.0,3.33,0.0,organic,2018,HarrisburgScranton
697,2018-03-18,1.47,17815.44,791.32,428.09,6.63,16589.4,16589.4,0.0,0.0,organic,2018,HarrisburgScranton
698,2018-03-11,1.47,20504.66,393.48,267.87,22.22,19821.09,19811.09,10.0,0.0,organic,2018,HarrisburgScranton
699,2018-03-04,1.43,18968.96,659.11,396.33,20.94,17892.58,17889.25,3.33,0.0,organic,2018,HarrisburgScranton
700,2018-02-25,1.42,18414.33,330.05,369.57,5.01,17709.7,17706.37,3.33,0.0,organic,2018,HarrisburgScranton
701,2018-02-18,1.43,26996.61,3948.19,2895.75,15.24,20137.43,20134.1,3.33,0.0,organic,2018,HarrisburgScranton
702,2018-02-11,1.53,18314.18,217.6,254.81,20.89,17820.88,17798.66,22.22,0.0,organic,2018,HarrisburgScranton
703,2018-02-04,1.5,21055.52,322.53,300.03,6.03,20426.93,20329.15,97.78,0.0,organic,2018,HarrisburgScranton
704,2018-01-28,1.49,21849.91,409.5,280.03,19.17,21141.21,21137.86,3.35,0.0,organic,2018,HarrisburgScranton
705,2018-01-21,1.59,15829.03,225.43,166.81,19.2,15417.59,15410.91,6.68,0.0,organic,2018,HarrisburgScranton
706,2018-01-14,1.45,23826.74,175.52,199.52,5.07,23446.63,23446.63,0.0,0.0,organic,2018,HarrisburgScranton
707,2018-01-07,1.51,21095.12,208.15,312.97,13.01,20560.99,20550.99,10.0,0.0,organic,2018,HarrisburgScranton
708,2018-03-25,2.09,20242.65,144.4,10949.63,0.0,9148.62,9137.73,10.89,0.0,organic,2018,HartfordSpringfield
709,2018-03-18,1.88,31736.66,537.35,22724.89,0.0,8474.42,8472.87,1.55,0.0,organic,2018,HartfordSpringfield
710,2018-03-11,2.15,17722.27,147.46,8428.14,2.8,9143.87,9143.87,0.0,0.0,organic,2018,HartfordSpringfield
711,2018-03-04,1.9,27608.16,622.71,19631.02,0.0,7354.43,7354.43,0.0,0.0,organic,2018,HartfordSpringfield
712,2018-02-25,2.05,15721.06,213.6,7229.28,0.0,8278.18,8278.18,0.0,0.0,organic,2018,HartfordSpringfield
713,2018-02-18,1.48,49348.86,1201.04,40277.25,8.4,7862.17,7566.48,295.69,0.0,organic,2018,HartfordSpringfield
714,2018-02-11,2.1,11883.93,23.95,4455.68,8.38,7395.92,7389.71,6.21,0.0,organic,2018,HartfordSpringfield
715,2018-02-04,1.94,17404.84,142.97,8510.44,15.34,8736.09,8736.09,0.0,0.0,organic,2018,HartfordSpringfield
716,2018-01-28,1.9,18973.89,468.61,10161.69,2.79,8340.8,8340.8,0.0,0.0,organic,2018,HartfordSpringfield
717,2018-01-21,2.12,12308.98,97.64,4096.79,1.39,8113.16,8079.06,34.1,0.0,organic,2018,HartfordSpringfield
718,2018-01-14,2.02,14448.86,122.85,4410.11,0.0,9915.9,9911.02,4.88,0.0,organic,2018,HartfordSpringfield
719,2018-01-07,2.03,15204.66,76.07,4721.42,1.4,10405.77,10405.77,0.0,0.0,organic,2018,HartfordSpringfield
720,2018-03-25,1.31,36999.72,8247.81,67.33,0.0,28684.58,28094.58,590.0,0.0,organic,2018,Houston
721,2018-03-18,,30564.4,7515.02,138.75,0.0,22910.63,22467.29,443.34,0.0,organic,2018,Houston
722,2018-03-11,1.26,40506.15,8456.51,165.94,0.0,31883.7,31440.37,443.33,0.0,organic,2018,Houston
723,2018-03-04,1.37,28699.66,6442.57,67.11,0.0,22189.98,21933.32,256.66,0.0,organic,2018,Houston
724,2018-02-25,1.41,25590.99,5721.05,68.95,0.0,19800.99,19544.33,256.66,0.0,organic,2018,Houston
725,2018-02-18,1.41,31029.02,6697.58,149.14,0.0,24182.3,24082.3,100.0,0.0,organic,2018,Houston
726,2018-02-11,1.4,24385.65,5208.72,60.53,0.0,19116.4,19029.73,86.67,0.0,organic,2018,Houston
727,2018-02-04,1.43,27155.44,10163.94,216.52,0.0,16774.98,16644.99,129.99,0.0,organic,2018,Houston
728,2018-01-28,1.45,26854.2,10288.17,114.77,0.0,16451.26,16394.59,56.67,0.0,organic,2018,Houston
729,2018-01-21,1.41,32722.61,7335.69,43.11,0.0,25343.81,25100.48,243.33,0.0,organic,2018,Houston
730,2018-01-14,1.49,35522.77,11013.42,108.93,0.0,24400.42,23953.75,446.67,0.0,organic,2018,Houston
731,2018-01-07,1.38,30428.43,9238.55,61.24,0.0,21128.64,20778.64,350.0,0.0,organic,2018,Houston
732,2018-03-25,1.28,9506.07,319.39,1427.13,0.0,7685.05,3437.74,4247.31,0.0,organic,2018,Indianapolis
733,2018-03-18,1.2,17377.59,384.68,3856.94,0.0,13122.54,7412.71,5709.83,0.0,organic,2018,Indianapolis
734,2018-03-11,1.22,15216.33,341.99,3553.23,0.0,11298.11,8448.16,2849.95,0.0,organic,2018,Indianapolis
735,2018-03-04,1.23,10713.61,283.05,1481.74,0.0,8706.42,6217.0,2489.42,0.0,organic,2018,Indianapolis
736,2018-02-25,1.45,9345.93,256.43,1278.39,0.0,7761.04,4655.23,3105.81,0.0,organic,2018,Indianapolis
737,2018-02-18,1.34,7478.79,230.01,1110.05,0.0,6084.89,3988.42,2096.47,0.0,organic,2018,Indianapolis
738,2018-02-11,1.34,8377.74,280.47,939.13,0.0,7105.49,5468.35,1637.14,0.0,organic,2018,Indianapolis
739,2018-02-04,1.36,9773.21,275.47,1302.43,0.0,8144.5,5633.86,2510.64,0.0,organic,2018,Indianapolis
740,2018-01-28,1.4,8935.85,205.04,1254.73,0.0,7455.25,4711.37,2743.88,0.0,organic,2018,Indianapolis
741,2018-01-21,1.48,9495.46,281.81,1266.88,0.0,7884.46,4149.72,3734.74,0.0,organic,2018,Indianapolis
742,2018-01-14,1.46,13651.18,221.76,1861.23,0.0,11544.01,8183.14,3360.87,0.0,organic,2018,Indianapolis
743,2018-01-07,1.46,9885.05,205.23,1460.83,0.0,8204.03,5889.7,2314.33,0.0,organic,2018,Indianapolis
744,2018-03-25,1.75,5518.73,171.22,806.65,3.93,4536.93,2944.89,1592.04,0.0,organic,2018,Jacksonville
745,2018-03-18,1.6,4077.51,87.69,667.47,3.93,3318.42,2769.35,549.07,0.0,organic,2018,Jacksonville
746,2018-03-11,1.53,3375.33,92.46,616.99,3.93,2661.95,2561.1,100.85,0.0,organic,2018,Jacksonville
747,2018-03-04,1.92,6562.68,176.31,1177.74,0.0,5208.63,2442.22,2766.41,0.0,organic,2018,Jacksonville
748,2018-02-25,1.73,4988.75,106.24,915.35,0.0,3967.16,2877.78,1089.38,0.0,organic,2018,Jacksonville
749,2018-02-18,1.89,5389.68,149.89,1094.56,2.62,4142.61,2283.94,1858.67,0.0,organic,2018,Jacksonville
750,2018-02-11,1.83,5216.61,165.47,836.48,6.51,4208.15,2420.23,1787.92,0.0,organic,2018,Jacksonville
751,2018-02-04,1.62,2838.38,57.22,465.58,0.0,2315.58,2008.9,306.68,0.0,organic,2018,Jacksonville
752,2018-01-28,2.01,5704.39,160.85,1076.66,6.49,4460.39,1776.66,2683.73,0.0,organic,2018,Jacksonville
753,2018-01-21,1.77,3510.16,67.15,597.85,6.46,2838.7,2105.56,733.14,0.0,organic,2018,Jacksonville
754,2018-01-14,1.57,2808.84,44.77,587.12,5.12,2171.83,2171.83,0.0,0.0,organic,2018,Jacksonville
755,2018-01-07,1.43,2989.39,43.23,531.48,0.0,2414.68,2400.05,14.63,0.0,organic,2018,Jacksonville
756,2018-03-25,1.65,10720.47,1541.02,1842.23,0.0,7337.22,7283.04,54.18,0.0,organic,2018,LasVegas
757,2018-03-18,1.66,11198.86,1458.43,2174.4,0.0,7566.03,7545.71,20.32,0.0,organic,2018,LasVegas
758,2018-03-11,1.62,13792.54,1966.47,2132.96,0.0,9693.11,9686.91,6.2,0.0,organic,2018,LasVegas
759,2018-03-04,1.66,11529.02,1575.2,2190.42,0.0,7763.4,7763.4,0.0,0.0,organic,2018,LasVegas
760,2018-02-25,1.66,10302.5,1407.85,1898.15,0.0,6996.5,6957.59,38.91,0.0,organic,2018,LasVegas
761,2018-02-18,1.64,11078.27,1473.68,1915.56,0.0,7689.03,7665.64,23.39,0.0,organic,2018,LasVegas
762,2018-02-11,1.7,9399.33,1244.97,1641.29,0.0,6513.07,6503.74,9.33,0.0,organic,2018,LasVegas
763,2018-02-04,1.79,9503.13,1479.32,1512.78,0.0,6511.03,6465.39,45.64,0.0,organic,2018,LasVegas
764,2018-01-28,1.78,8672.12,1005.73,2110.22,0.0,5556.17,5538.46,17.71,0.0,organic,2018,LasVegas
765,2018-01-21,1.91,7491.53,1096.07,1280.31,0.0,5115.15,5115.15,0.0,0.0,organic,2018,LasVegas
766,2018-01-14,1.98,9883.94,1497.55,2199.58,0.0,6186.81,6180.41,6.4,0.0,organic,2018,LasVegas
767,2018-01-07,1.73,10293.36,1701.33,2012.1,0.0,6579.93,6553.06,26.87,0.0,organic,2018,LasVegas
768,2018-03-25,1.74,91739.92,11197.66,29959.26,0.0,50583.0,50420.81,162.19,0.0,organic,2018,LosAngeles
769,2018-03-18,1.72,93566.16,10829.18,30437.33,0.0,52299.65,52187.11,112.54,0.0,organic,2018,LosAngeles
770,2018-03-11,1.39,141932.83,12839.05,36894.48,0.0,92199.3,92190.53,8.77,0.0,organic,2018,LosAngeles
771,2018-03-04,1.4,145608.11,14856.48,27596.01,0.0,103155.62,103108.51,47.11,0.0,organic,2018,LosAngeles
772,2018-02-25,1.74,90985.4,10382.97,35406.21,0.0,45196.22,45169.68,26.54,0.0,organic,2018,LosAngeles
773,2018-02-18,1.88,88854.41,9009.79,35316.2,0.0,44528.42,44519.43,8.99,0.0,organic,2018,LosAngeles
774,2018-02-11,1.74,92968.52,11627.06,23735.33,0.0,57606.13,57577.44,28.69,0.0,organic,2018,LosAngeles
775,2018-02-04,1.6,100274.88,12267.41,21472.21,0.0,66535.26,66486.1,49.16,0.0,organic,2018,LosAngeles
776,2018-01-28,1.73,97026.15,11366.1,25056.37,0.0,60603.68,60596.54,7.14,0.0,organic,2018,LosAngeles
777,2018-01-21,1.75,94441.5,9239.41,24527.98,0.0,60674.11,60647.03,27.08,0.0,organic,2018,LosAngeles
778,2018-01-14,1.68,106624.63,15769.61,39738.42,0.0,51116.6,51104.4,12.2,0.0,organic,2018,LosAngeles
779,2018-01-07,1.8,87517.23,20189.33,24193.04,0.0,43134.86,43077.03,57.83,0.0,organic,2018,LosAngeles
780,2018-03-25,,4173.7,8.0,988.64,0.0,3177.06,2031.65,1145.41,0.0,organic,2018,Louisville
781,2018-03-18,1.38,4573.23,0.0,1367.86,0.0,3205.37,1470.9,1734.47,0.0,organic,2018,Louisville
782,2018-03-11,1.35,5905.79,1.3,1528.74,0.0,4375.75,2099.42,2276.33,0.0,organic,2018,Louisville
783,2018-03-04,1.43,5076.9,13.39,1011.72,0.0,4051.79,1959.38,2092.41,0.0,organic,2018,Louisville
784,2018-02-25,1.59,3673.2,1.0,1293.28,0.0,2378.92,1487.59,891.33,0.0,organic,2018,Louisville
785,2018-02-18,1.59,2064.9,0.0,1076.45,0.0,988.45,975.57,12.88,0.0,organic,2018,Louisville
786,2018-02-11,1.56,2174.66,6.0,883.15,0.0,1285.51,1027.05,258.46,0.0,organic,2018,Louisville
787,2018-02-04,1.48,3001.55,0.0,950.25,0.0,2051.3,1736.68,314.62,0.0,organic,2018,Louisville
788,2018-01-28,1.48,3245.58,1.27,1036.16,0.0,2208.15,1853.15,355.0,0.0,organic,2018,Louisville
789,2018-01-21,1.6,4170.14,1.0,1008.63,0.0,3160.51,1596.03,1564.48,0.0,organic,2018,Louisville
790,2018-01-14,1.54,3737.85,0.0,1199.91,0.0,2537.94,1769.94,768.0,0.0,organic,2018,Louisville
791,2018-01-07,1.38,4622.45,4.0,1207.46,0.0,3410.99,2226.12,1184.87,0.0,organic,2018,Louisville
792,2018-03-25,1.34,8620.15,111.52,296.6,0.0,8212.03,8212.03,0.0,0.0,organic,2018,MiamiFtLauderdale
793,2018-03-18,1.37,10458.41,351.4,439.42,0.0,9667.59,9656.48,11.11,0.0,organic,2018,MiamiFtLauderdale
794,2018-03-11,1.35,7949.82,71.89,283.8,0.0,7594.13,7573.34,20.79,0.0,organic,2018,MiamiFtLauderdale
795,2018-03-04,1.56,11549.64,420.45,893.13,0.0,10236.06,8935.54,1300.52,0.0,organic,2018,MiamiFtLauderdale
796,2018-02-25,1.6,10821.89,652.89,894.42,0.0,9274.58,7767.78,1506.8,0.0,organic,2018,MiamiFtLauderdale
797,2018-02-18,1.52,9673.24,138.51,772.24,0.0,8762.49,7794.44,968.05,0.0,organic,2018,MiamiFtLauderdale
798,2018-02-11,1.4,9320.83,139.48,429.95,0.0,8751.4,8423.13,328.27,0.0,organic,2018,MiamiFtLauderdale
799,2018-02-04,,9193.3,261.74,589.27,0.0,8342.29,7622.22,720.07,0.0,organic,2018,MiamiFtLauderdale
800,2018-01-28,1.43,7883.77,162.09,272.81,0.0,7448.87,7448.87,0.0,0.0,organic,2018,MiamiFtLauderdale
801,2018-01-21,1.46,7557.32,127.92,285.41,0.0,7143.99,7143.99,0.0,0.0,organic,2018,MiamiFtLauderdale
802,2018-01-14,1.44,7957.68,50.65,203.7,0.0,7703.33,7700.0,3.33,0.0,organic,2018,MiamiFtLauderdale
803,2018-01-07,1.47,7496.04,52.94,293.77,0.0,7149.33,7135.99,13.34,0.0,organic,2018,MiamiFtLauderdale
804,2018-03-25,1.48,7250.69,43.77,1759.47,0.0,5447.45,4834.97,612.48,0.0,organic,2018,Nashville
805,2018-03-18,1.27,10422.05,20.41,2115.89,0.0,8285.75,4797.98,3487.77,0.0,organic,2018,Nashville
806,2018-03-11,1.32,10160.96,38.32,2553.36,0.0,7569.28,5132.05,2437.23,0.0,organic,2018,Nashville
807,2018-03-04,1.5,10565.18,41.88,2211.37,0.0,8311.93,6653.26,1658.67,0.0,organic,2018,Nashville
808,2018-02-25,1.48,10360.85,43.33,2258.33,0.0,8059.19,3862.2,4196.99,0.0,organic,2018,Nashville
809,2018-02-18,1.38,5810.43,23.53,2027.68,0.0,3759.22,3424.33,334.89,0.0,organic,2018,Nashville
810,2018-02-11,1.36,5194.01,43.62,1629.27,0.0,3521.12,3117.67,403.45,0.0,organic,2018,Nashville
811,2018-02-04,1.58,5109.24,54.15,2042.32,0.0,3012.77,2310.41,702.36,0.0,organic,2018,Nashville
812,2018-01-28,1.63,6610.16,41.96,2301.94,0.0,4266.26,2704.59,1561.67,0.0,organic,2018,Nashville
813,2018-01-21,1.68,8546.3,59.53,2081.22,0.0,6405.55,2314.95,4090.6,0.0,organic,2018,Nashville
814,2018-01-14,1.58,7618.85,47.32,2392.03,0.0,5179.5,3581.76,1597.74,0.0,organic,2018,Nashville
815,2018-01-07,1.57,7700.96,41.48,2384.27,0.0,5275.21,3330.37,1944.84,0.0,organic,2018,Nashville
816,2018-03-25,1.36,8024.7,275.67,94.25,0.0,7654.78,7288.89,365.89,0.0,organic,2018,NewOrleansMobile
817,2018-03-18,1.35,6622.76,695.79,129.78,0.0,5797.19,5755.56,41.63,0.0,organic,2018,NewOrleansMobile
818,2018-03-11,1.36,7149.27,605.53,123.61,0.0,6420.13,6237.77,182.36,0.0,organic,2018,NewOrleansMobile
819,2018-03-04,1.39,7466.34,521.04,142.08,0.0,6803.22,6275.55,527.67,0.0,organic,2018,NewOrleansMobile
820,2018-02-25,1.35,7788.21,230.68,237.47,0.0,7320.06,7169.99,150.07,0.0,organic,2018,NewOrleansMobile
821,2018-02-18,1.39,9239.49,290.98,188.28,0.0,8760.23,8156.67,603.56,0.0,organic,2018,NewOrleansMobile
822,2018-02-11,1.36,7801.52,183.18,130.5,0.0,7487.84,7163.33,324.51,0.0,organic,2018,NewOrleansMobile
823,2018-02-04,1.35,8345.08,196.63,121.26,0.0,8027.19,7856.66,170.53,0.0,organic,2018,NewOrleansMobile
824,2018-01-28,1.43,8245.33,258.61,212.78,0.0,7773.94,7341.1,432.84,0.0,organic,2018,NewOrleansMobile
825,2018-01-21,1.42,5509.3,259.52,123.76,0.0,5126.02,5035.55,90.47,0.0,organic,2018,NewOrleansMobile
826,2018-01-14,1.42,7130.97,158.28,101.58,0.0,6871.11,6847.77,23.34,0.0,organic,2018,NewOrleansMobile
827,2018-01-07,1.43,6860.0,122.51,161.19,0.0,6576.3,6528.88,47.42,0.0,organic,2018,NewOrleansMobile
828,2018-03-25,1.86,118503.55,12695.3,35094.5,205.59,70508.16,70377.52,130.64,0.0,organic,2018,NewYork
829,2018-03-18,1.7,189434.04,44234.93,80052.02,53.56,65093.53,64851.08,242.45,0.0,organic,2018,NewYork
830,2018-03-11,1.92,108114.03,10655.17,33419.62,144.52,63894.72,63842.58,52.14,0.0,organic,2018,NewYork
831,2018-03-04,1.69,133768.12,20987.96,52637.04,92.18,60050.94,59997.6,53.34,0.0,organic,2018,NewYork
832,2018-02-25,1.72,112128.84,12369.59,43197.79,217.92,56343.54,56343.54,0.0,0.0,organic,2018,NewYork
833,2018-02-18,1.36,495083.69,107369.04,329956.5,956.38,56801.77,55583.56,1218.21,0.0,organic,2018,NewYork
834,2018-02-11,1.92,79877.83,6604.28,15647.94,863.92,56761.69,55116.51,1645.18,0.0,organic,2018,NewYork
835,2018-02-04,1.83,93204.08,9300.64,21428.22,814.47,61660.75,61516.19,144.56,0.0,organic,2018,NewYork
836,2018-01-28,1.75,96380.28,13196.3,24933.01,128.24,58122.73,56090.23,2032.5,0.0,organic,2018,NewYork
837,2018-01-21,1.91,71760.69,5732.09,13124.59,157.72,52746.29,52130.98,615.31,0.0,organic,2018,NewYork
838,2018-01-14,1.91,86632.25,7433.43,17885.26,49.43,61264.13,60763.71,500.42,0.0,organic,2018,NewYork
839,2018-01-07,1.97,82637.97,6158.73,19251.81,47.04,57180.39,57180.39,0.0,0.0,organic,2018,NewYork
840,2018-03-25,1.45,11040.51,209.54,1106.74,0.0,9724.23,8756.67,967.56,0.0,organic,2018,Orlando
841,2018-03-18,1.58,12161.25,335.39,1385.16,0.0,10440.7,8351.9,2088.8,0.0,organic,2018,Orlando
842,2018-03-11,1.38,8686.28,202.25,688.21,0.0,7795.82,7614.44,181.38,0.0,organic,2018,Orlando
843,2018-03-04,1.58,10599.98,361.71,1244.48,0.0,8993.79,7341.04,1652.75,0.0,organic,2018,Orlando
844,2018-02-25,1.41,10092.35,230.59,806.41,0.0,9055.35,8597.78,457.57,0.0,organic,2018,Orlando
845,2018-02-18,1.57,9465.72,281.04,1239.92,0.0,7944.76,6697.78,1246.98,0.0,organic,2018,Orlando
846,2018-02-11,1.48,9487.94,228.09,909.96,0.0,8349.89,7405.55,944.34,0.0,organic,2018,Orlando
847,2018-02-04,1.36,7764.86,126.5,542.34,0.0,7096.02,7081.87,14.15,0.0,organic,2018,Orlando
848,2018-01-28,1.67,8402.79,197.96,1131.65,0.0,7073.18,5671.11,1402.07,0.0,organic,2018,Orlando
849,2018-01-21,1.53,6993.97,113.71,598.05,0.0,6282.21,6278.88,3.33,0.0,organic,2018,Orlando
850,2018-01-14,1.55,6659.77,86.64,639.81,0.0,5933.32,5926.66,6.66,0.0,organic,2018,Orlando
851,2018-01-07,1.56,7074.23,79.68,649.38,0.0,6345.17,6335.56,9.61,0.0,organic,2018,Orlando
852,2018-03-25,1.49,37893.5,3464.04,5737.9,9.42,28682.14,28637.44,44.7,0.0,organic,2018,Philadelphia
853,2018-03-18,1.58,40632.46,6924.19,13914.86,0.0,19793.41,19760.84,32.57,0.0,organic,2018,Philadelphia
854,2018-03-11,1.72,29514.08,4358.87,4695.61,0.0,20459.6,20459.6,0.0,0.0,organic,2018,Philadelphia
855,2018-03-04,1.51,33327.68,6525.07,6294.03,5.66,20502.92,20498.48,4.44,0.0,organic,2018,Philadelphia
856,2018-02-25,1.56,31548.98,4302.81,8227.53,4.2,19014.44,19011.11,3.33,0.0,organic,2018,Philadelphia
857,2018-02-18,1.37,75418.33,13696.39,42602.91,16.97,19102.06,19085.96,16.1,0.0,organic,2018,Philadelphia
858,2018-02-11,1.68,20349.55,1481.13,2510.65,13.13,16344.64,16333.54,11.1,0.0,organic,2018,Philadelphia
859,2018-02-04,1.63,27035.57,2687.03,3164.38,20.63,21163.53,21162.15,1.38,0.0,organic,2018,Philadelphia
860,2018-01-28,1.61,28257.18,3878.22,3721.44,7.64,20649.88,20602.87,47.01,0.0,organic,2018,Philadelphia
861,2018-01-21,1.73,23115.66,2121.11,2654.73,3.61,18336.21,18326.57,9.64,0.0,organic,2018,Philadelphia
862,2018-01-14,1.63,30339.71,2315.82,3563.73,8.4,24451.76,24402.26,49.5,0.0,organic,2018,Philadelphia
863,2018-01-07,1.69,27971.66,1954.92,3857.27,0.0,22159.47,22155.03,4.44,0.0,organic,2018,Philadelphia
864,2018-03-25,1.52,15372.8,2399.71,3164.8,0.0,9808.29,9789.7,18.59,0.0,organic,2018,PhoenixTucson
865,2018-03-18,1.54,15639.44,2130.06,3421.21,0.0,10088.17,10065.03,23.14,0.0,organic,2018,PhoenixTucson
866,2018-03-11,1.62,17727.19,2335.09,3082.62,0.0,12309.48,12278.25,31.23,0.0,organic,2018,PhoenixTucson
867,2018-03-04,1.69,15349.03,2467.3,3004.72,0.0,9877.01,9871.72,5.29,0.0,organic,2018,PhoenixTucson
